,CI_Cat,CI_Subcat,Impact,Urgency,Priority,Category,No_of_Reassignments,Closure_Code,Handle_Time_hrs,Ticket_Age,Open_Hour,Open_Day,Open_Month,Open_Year,Is_Weekend,is_network,is_app
22202,application,Desktop Application,4,4,4.0,incident,0.0,Software,16.2,0,16,1,12,2013,False,0,1
22203,subapplication,Web Based Application,4,4,4.0,incident,6.0,Unknown,142.11666666666667,5,16,1,12,2013,False,0,1
22204,application,Server Based Application,5,5,5.0,request for information,0.0,Software,46.06666666666667,1,16,1,12,2013,False,0,1
22205,application,Server Based Application,4,4,4.0,incident,5.0,Software,1314.7333333333333,54,16,1,12,2013,False,0,1
22206,application,Web Based Application,5,5,5.0,incident,0.0,User error,23.25,0,16,1,12,2013,False,0,1
22207,application,Server Based Application,5,5,5.0,incident,14.0,Other,596.4666666666667,24,16,1,12,2013,False,0,1
22208,application,Server Based Application,4,4,4.0,incident,1.0,Other,20.7,0,16,1,12,2013,False,0,1
22209,application,Desktop Application,5,5,5.0,request for information,0.0,Software,21.4,0,16,1,12,2013,False,0,1
22210,application,Server Based Application,4,4,4.0,incident,0.0,Other,45.483333333333334,1,17,1,12,2013,False,0,1
22211,application,Web Based Application,5,5,5.0,request for information,0.0,Software,15.266666666666667,0,17,1,12,2013,False,0,1
22212,application,Server Based Application,4,4,4.0,request for information,1.0,Other,232.48333333333332,9,0,2,12,2013,False,0,1
22213,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.8166666666666667,0,16,1,12,2013,False,0,1
22214,application,Server Based Application,4,4,4.0,incident,0.0,Software,0.8166666666666667,0,16,1,12,2013,False,0,1
22215,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.7666666666666667,0,16,1,12,2013,False,0,1
22216,application,Web Based Application,5,5,5.0,incident,1.0,Software,233.63333333333333,9,16,1,12,2013,False,0,1
22217,application,Web Based Application,4,4,4.0,incident,4.0,Other,165.68333333333334,6,16,1,12,2013,False,0,1
22218,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,16.066666666666666,0,16,1,12,2013,False,0,1
22219,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,0.1,0,16,1,12,2013,False,0,1
22220,application,Web Based Application,4,4,4.0,incident,0.0,Software,0.4,0,16,1,12,2013,False,0,1
22221,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.5666666666666667,0,16,1,12,2013,False,0,1
22222,subapplication,Web Based Application,5,5,5.0,incident,0.0,Other,1.3166666666666667,0,16,1,12,2013,False,0,1
22223,application,Web Based Application,5,5,5.0,incident,0.0,Software,22.816666666666666,0,16,1,12,2013,False,0,1
22224,application,Desktop Application,5,5,5.0,incident,1.0,Other,18.6,0,16,1,12,2013,False,0,1
22225,application,Server Based Application,4,4,4.0,incident,3.0,Software,23.516666666666666,0,17,1,12,2013,False,0,1
22226,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.0,0,8,2,12,2013,False,0,1
22227,application,Desktop Application,4,4,4.0,incident,0.0,Other,29.633333333333333,1,8,2,12,2013,False,0,1
22228,application,Server Based Application,5,5,5.0,request for information,2.0,Other,1.0333333333333334,0,8,2,12,2013,False,0,1
22229,subapplication,Web Based Application,4,4,4.0,incident,1.0,Unknown,126.2,5,8,2,12,2013,False,0,1
22230,application,Citrix,4,4,4.0,incident,3.0,Other,2.066666666666667,0,9,2,12,2013,False,0,0
22231,application,Server Based Application,3,3,3.0,incident,0.0,User error,0.5666666666666667,0,9,2,12,2013,False,0,1
22232,application,Web Based Application,3,3,3.0,incident,6.0,Other,312.03333333333336,13,9,2,12,2013,False,0,1
22233,application,Server Based Application,4,4,4.0,incident,5.0,Other,1006.75,41,9,2,12,2013,False,0,1
22234,application,Server Based Application,4,4,4.0,incident,1.0,Other,24.316666666666666,1,9,2,12,2013,False,0,1
22235,subapplication,Web Based Application,4,4,4.0,incident,1.0,Other,6.75,0,9,2,12,2013,False,0,1
22236,application,Server Based Application,3,3,3.0,incident,0.0,Data,8.05,0,9,2,12,2013,False,0,1
22237,application,Web Based Application,4,4,4.0,incident,0.0,Software,359.71666666666664,14,9,2,12,2013,False,0,1
22238,subapplication,Web Based Application,4,4,4.0,incident,1.0,User error,5.0,0,9,2,12,2013,False,0,1
22239,application,Client Based Application,5,5,5.0,incident,0.0,User error,6.366666666666666,0,9,2,12,2013,False,0,1
22240,application,Server Based Application,4,4,4.0,incident,0.0,Software,1.8166666666666667,0,9,2,12,2013,False,0,1
22241,application,Server Based Application,4,4,4.0,incident,4.0,Other,118.51666666666667,4,10,2,12,2013,False,0,1
22242,application,Server Based Application,4,4,4.0,incident,3.0,Other,120.26666666666667,5,10,2,12,2013,False,0,1
22243,application,Web Based Application,3,3,3.0,incident,0.0,Software,2.65,0,10,2,12,2013,False,0,1
22244,application,Web Based Application,4,4,4.0,incident,0.0,Software,2.2666666666666666,0,10,2,12,2013,False,0,1
22245,application,Server Based Application,4,4,4.0,incident,0.0,Software,1.4,0,10,2,12,2013,False,0,1
22246,application,Server Based Application,5,5,5.0,request for information,0.0,Other,1.05,0,10,2,12,2013,False,0,1
22247,application,Server Based Application,3,3,3.0,incident,1.0,Hardware,0.03333333333333333,0,10,2,12,2013,False,0,1
22248,software,System Software,3,3,3.0,incident,1.0,No error - works as designed,12.966666666666667,0,21,1,12,2013,False,0,0
22249,application,Server Based Application,3,3,3.0,incident,0.0,Data,2.566666666666667,0,7,2,12,2013,False,0,1
22250,application,Server Based Application,4,4,4.0,incident,0.0,Other,1.2833333333333334,0,7,2,12,2013,False,0,1
22251,displaydevice,Monitor,5,4,4.0,request for information,1.0,Other,384.1666666666667,16,8,2,12,2013,False,0,0
22252,application,Server Based Application,5,5,5.0,incident,32.0,Other,816.4,34,8,2,12,2013,False,0,1
22253,application,Web Based Application,4,4,4.0,incident,0.0,Other,0.7333333333333333,0,8,2,12,2013,False,0,1
22254,application,Web Based Application,4,4,4.0,incident,3.0,Software,25.45,1,9,2,12,2013,False,0,1
22255,storage,SAN,4,4,4.0,incident,0.0,Software,455.3666666666667,18,9,2,12,2013,False,0,0
22256,computer,Desktop,4,4,4.0,incident,1.0,Unknown,315.21666666666664,13,9,2,12,2013,False,0,0
22257,application,Server Based Application,5,5,5.0,request for information,0.0,No error - works as designed,50.1,2,9,2,12,2013,False,0,1
22258,application,Server Based Application,5,5,5.0,request for information,4.0,Other,6.55,0,9,2,12,2013,False,0,1
22259,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.23333333333333334,0,9,2,12,2013,False,0,1
22260,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,0.18333333333333332,0,9,2,12,2013,False,0,1
22261,application,Server Based Application,5,5,5.0,incident,0.0,Other,484.93333333333334,20,9,2,12,2013,False,0,1
22262,subapplication,Server Based Application,5,5,5.0,request for information,0.0,User error,3.033333333333333,0,9,2,12,2013,False,0,1
22263,application,Web Based Application,4,4,4.0,incident,1.0,Other,147.63333333333333,6,9,2,12,2013,False,0,1
22264,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,0.11666666666666667,0,9,2,12,2013,False,0,1
22265,subapplication,Server Based Application,5,5,5.0,request for information,0.0,Data,1.1666666666666667,0,9,2,12,2013,False,0,1
22266,subapplication,Web Based Application,4,4,4.0,incident,3.0,Other,118.03333333333333,4,9,2,12,2013,False,0,1
22267,application,SAP,5,5,5.0,request for information,16.0,Other,1203.4833333333333,50,9,2,12,2013,False,0,0
22268,application,Server Based Application,4,4,4.0,incident,5.0,Other,50.266666666666666,2,9,2,12,2013,False,0,1
22269,application,Web Based Application,4,4,4.0,incident,0.0,No error - works as designed,148.11666666666667,6,9,2,12,2013,False,0,1
22270,application,Server Based Application,4,4,4.0,incident,1.0,Other,4.666666666666667,0,10,2,12,2013,False,0,1
22271,application,Server Based Application,4,4,4.0,incident,0.0,User error,2.75,0,10,2,12,2013,False,0,1
22272,computer,Banking Device,3,3,3.0,incident,1.0,Other,3.783333333333333,0,10,2,12,2013,False,0,0
22273,application,Server Based Application,5,5,5.0,incident,0.0,Operator error,2.2333333333333334,0,10,2,12,2013,False,0,1
22274,application,Server Based Application,5,5,5.0,request for information,2.0,Other,52.95,2,10,2,12,2013,False,0,1
22275,application,Server Based Application,4,4,4.0,incident,0.0,User error,1.4666666666666666,0,10,2,12,2013,False,0,1
22276,application,Desktop Application,4,3,4.0,incident,3.0,Software,23.8,0,10,2,12,2013,False,0,1
22277,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.2,0,10,2,12,2013,False,0,1
22278,subapplication,Web Based Application,4,4,4.0,incident,3.0,Operator error,124.75,5,10,2,12,2013,False,0,1
22279,application,Server Based Application,5,5,5.0,request for information,1.0,Other,0.4166666666666667,0,10,2,12,2013,False,0,1
22280,application,SAP,5,5,5.0,request for information,2.0,Other,2.283333333333333,0,10,2,12,2013,False,0,0
22281,application,Server Based Application,5,5,5.0,request for information,2.0,Software,4.366666666666666,0,10,2,12,2013,False,0,1
22282,computer,Banking Device,2,2,2.0,incident,1.0,Software,2.2,0,10,2,12,2013,False,0,0
22283,application,Web Based Application,4,4,4.0,incident,4.0,Software,25.133333333333333,1,10,2,12,2013,False,0,1
22284,application,Server Based Application,5,5,5.0,request for information,2.0,Other,0.95,0,10,2,12,2013,False,0,1
22285,application,Server Based Application,5,5,5.0,request for information,3.0,Other,119.2,4,10,2,12,2013,False,0,1
22286,application,Web Based Application,4,4,4.0,incident,0.0,User error,3.85,0,10,2,12,2013,False,0,1
22287,application,SAP,5,5,5.0,request for information,4.0,Other,25.35,1,10,2,12,2013,False,0,0
22288,application,Server Based Application,5,5,5.0,request for information,0.0,Other,48.833333333333336,2,10,2,12,2013,False,0,1
22289,application,Web Based Application,5,5,5.0,incident,6.0,Other,388.71666666666664,16,10,2,12,2013,False,0,1
22290,application,Server Based Application,4,4,4.0,incident,0.0,Other,2.0,0,8,2,12,2013,False,0,1
22291,subapplication,Web Based Application,3,3,3.0,incident,0.0,Other,6.55,0,9,2,12,2013,False,0,1
22292,application,Server Based Application,2,2,2.0,incident,0.0,User error,2.033333333333333,0,9,2,12,2013,False,0,1
22293,computer,Laptop,5,5,5.0,incident,0.0,Hardware,291.8333333333333,12,9,2,12,2013,False,0,0
22294,application,Web Based Application,5,5,5.0,incident,0.0,Software,1.4666666666666666,0,9,2,12,2013,False,0,1
22295,application,Server Based Application,2,2,2.0,incident,0.0,Other,0.35,0,9,2,12,2013,False,0,1
22296,application,Web Based Application,4,4,4.0,incident,1.0,Other,388.96666666666664,16,9,2,12,2013,False,0,1
22297,application,Web Based Application,4,4,4.0,incident,0.0,Other,0.06666666666666667,0,9,2,12,2013,False,0,1
22298,application,Server Based Application,4,4,4.0,incident,1.0,Software,26.466666666666665,1,9,2,12,2013,False,0,1
22299,application,Desktop Application,4,3,3.0,incident,0.0,No error - works as designed,3.3,0,10,2,12,2013,False,0,1
22300,application,Server Based Application,4,4,4.0,incident,0.0,Unknown,7.783333333333333,0,10,2,12,2013,False,0,1
22301,application,Server Based Application,4,4,4.0,incident,1.0,Software,3.2666666666666666,0,10,2,12,2013,False,0,1
22302,application,Server Based Application,4,4,4.0,incident,3.0,Other,5.016666666666667,0,10,2,12,2013,False,0,1
22303,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,0.7333333333333333,0,11,2,12,2013,False,0,1
22304,application,Web Based Application,5,5,5.0,incident,0.0,Software,0.95,0,11,2,12,2013,False,0,1
22305,storage,SAN,4,4,4.0,incident,0.0,Software,381.01666666666665,15,11,2,12,2013,False,0,0
22306,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.05,0,11,2,12,2013,False,0,1
22307,application,Web Based Application,4,4,4.0,incident,0.0,Other,0.9833333333333333,0,12,2,12,2013,False,0,1
22308,computer,Banking Device,4,4,4.0,incident,0.0,Other,21.333333333333332,0,12,2,12,2013,False,0,0
22309,application,Web Based Application,5,5,5.0,incident,6.0,Software,1968.9833333333333,82,13,2,12,2013,False,0,1
22310,computer,Banking Device,3,3,3.0,incident,0.0,Other,20.683333333333334,0,13,2,12,2013,False,0,0
22311,application,Web Based Application,4,4,4.0,incident,0.0,Software,0.7833333333333333,0,13,2,12,2013,False,0,1
22312,application,Web Based Application,4,4,4.0,incident,0.0,Other,1.4333333333333333,0,13,2,12,2013,False,0,1
22313,application,Server Based Application,4,4,4.0,incident,5.0,Other,116.3,4,13,2,12,2013,False,0,1
22314,storage,SAN,4,4,4.0,incident,0.0,Other,0.26666666666666666,0,14,2,12,2013,False,0,0
22315,application,Server Based Application,4,4,4.0,incident,0.0,No error - works as designed,0.8333333333333334,0,14,2,12,2013,False,0,1
22316,application,Server Based Application,5,5,5.0,request for information,0.0,Other,985.2333333333333,41,8,2,12,2013,False,0,1
22317,computer,Banking Device,2,2,2.0,incident,0.0,Hardware,31.616666666666667,1,8,2,12,2013,False,0,0
22318,application,Server Based Application,4,4,4.0,incident,0.0,Data,2.6166666666666667,0,8,2,12,2013,False,0,1
22319,application,Citrix,4,4,4.0,incident,0.0,Software,3.65,0,8,2,12,2013,False,0,0
22320,application,Server Based Application,5,5,5.0,request for information,2.0,Other,50.53333333333333,2,8,2,12,2013,False,0,1
22321,application,Web Based Application,4,4,4.0,incident,0.0,Software,0.5166666666666667,0,8,2,12,2013,False,0,1
22322,application,Server Based Application,5,5,5.0,request for information,2.0,Other,120.8,5,9,2,12,2013,False,0,1
22323,application,Desktop Application,5,5,5.0,incident,0.0,Software,3.316666666666667,0,9,2,12,2013,False,0,1
22324,application,Server Based Application,4,4,4.0,incident,1.0,Other,5.583333333333333,0,9,2,12,2013,False,0,1
22325,application,Desktop Application,5,5,5.0,request for information,0.0,Software,2.3,0,9,2,12,2013,False,0,1
22326,application,Server Based Application,4,4,4.0,incident,0.0,Software,0.9,0,9,2,12,2013,False,0,1
22327,application,Server Based Application,4,4,4.0,incident,1.0,Software,4.483333333333333,0,9,2,12,2013,False,0,1
22328,application,Server Based Application,4,4,4.0,incident,5.0,Other,119.75,4,9,2,12,2013,False,0,1
22329,application,Web Based Application,4,4,4.0,incident,2.0,Other,5.85,0,9,2,12,2013,False,0,1
22330,application,Server Based Application,4,3,3.0,incident,1.0,Software,4.033333333333333,0,9,2,12,2013,False,0,1
22331,application,Server Based Application,5,5,5.0,request for information,3.0,Other,502.43333333333334,20,9,2,12,2013,False,0,1
22332,application,Server Based Application,3,3,3.0,incident,0.0,User error,0.18333333333333332,0,9,2,12,2013,False,0,1
22333,computer,Laptop,5,5,5.0,incident,0.0,Hardware,48.1,2,9,2,12,2013,False,0,0
22334,computer,Banking Device,2,2,2.0,incident,0.0,Other,0.5833333333333334,0,9,2,12,2013,False,0,0
22335,application,Web Based Application,4,4,4.0,incident,1.0,Software,27.033333333333335,1,9,2,12,2013,False,0,1
22336,computer,Laptop,5,5,5.0,incident,0.0,Hardware,48.016666666666666,2,9,2,12,2013,False,0,0
22337,application,Web Based Application,5,5,5.0,request for information,1.0,Other,52.083333333333336,2,9,2,12,2013,False,0,1
22338,subapplication,Web Based Application,5,5,5.0,incident,0.0,Other,0.23333333333333334,0,9,2,12,2013,False,0,1
22339,application,Server Based Application,4,4,4.0,incident,0.0,Other,49.483333333333334,2,9,2,12,2013,False,0,1
22340,hardware,DataCenterEquipment,3,3,3.0,incident,0.0,Hardware,4.9,0,9,2,12,2013,False,0,0
22341,application,Web Based Application,4,4,4.0,incident,2.0,Other,2.1333333333333333,0,9,2,12,2013,False,0,1
22342,application,Server Based Application,4,4,4.0,incident,0.0,Operator error,0.35,0,10,2,12,2013,False,0,1
22343,application,Server Based Application,4,4,4.0,incident,0.0,Software,0.43333333333333335,0,10,2,12,2013,False,0,1
22344,application,Web Based Application,4,4,4.0,incident,0.0,Software,0.5166666666666667,0,10,2,12,2013,False,0,1
22345,computer,ESX Cluster,5,5,5.0,incident,1.0,Operator error,2.316666666666667,0,10,2,12,2013,False,0,0
22346,application,Web Based Application,4,4,4.0,incident,0.0,Software,2.8333333333333335,0,10,2,12,2013,False,0,1
22347,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.31666666666666665,0,10,2,12,2013,False,0,1
22348,application,Web Based Application,4,4,4.0,incident,0.0,No error - works as designed,0.4666666666666667,0,10,2,12,2013,False,0,1
22349,application,Server Based Application,5,5,5.0,request for information,4.0,Other,288.9,12,10,2,12,2013,False,0,1
22350,application,Server Based Application,4,4,4.0,incident,0.0,Software,1.4,0,10,2,12,2013,False,0,1
22351,application,Web Based Application,4,5,4.0,incident,0.0,Other,0.26666666666666666,0,10,2,12,2013,False,0,1
22352,displaydevice,Monitor,5,4,4.0,request for information,1.0,Other,4.216666666666667,0,10,2,12,2013,False,0,0
22353,computer,Laptop,5,5,5.0,incident,1.0,Other,358.43333333333334,14,10,2,12,2013,False,0,0
22354,application,Server Based Application,5,5,5.0,request for information,4.0,Other,1485.1833333333334,61,10,2,12,2013,False,0,1
22355,subapplication,Web Based Application,3,3,3.0,incident,1.0,Software,26.7,1,10,2,12,2013,False,0,1
22356,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.9,0,10,2,12,2013,False,0,1
22357,application,Server Based Application,5,5,5.0,request for information,0.0,Other,117.83333333333333,4,11,2,12,2013,False,0,1
22358,application,Server Based Application,5,5,5.0,incident,1.0,Software,533.8833333333333,22,10,2,12,2013,False,0,1
22359,application,Server Based Application,5,5,5.0,incident,1.0,Software,1153.2,48,10,2,12,2013,False,0,1
22360,application,Server Based Application,5,5,5.0,incident,0.0,Software,26.466666666666665,1,10,2,12,2013,False,0,1
22361,subapplication,Web Based Application,4,4,4.0,incident,0.0,User error,3.466666666666667,0,10,2,12,2013,False,0,1
22362,storage,Controller,3,3,3.0,incident,0.0,Hardware,4.033333333333333,0,10,2,12,2013,False,0,0
22363,subapplication,Web Based Application,3,3,3.0,incident,0.0,Other,5.75,0,10,2,12,2013,False,0,1
22364,computer,Laptop,5,5,5.0,incident,0.0,Hardware,46.68333333333333,1,11,2,12,2013,False,0,0
22365,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.1,0,11,2,12,2013,False,0,1
22366,application,Server Based Application,4,4,4.0,incident,0.0,Other,0.7166666666666667,0,11,2,12,2013,False,0,1
22367,application,Server Based Application,5,5,5.0,incident,0.0,Other,21.783333333333335,0,11,2,12,2013,False,0,1
22368,application,Server Based Application,4,4,4.0,incident,0.0,Other,4.75,0,11,2,12,2013,False,0,1
22369,application,Desktop Application,4,4,4.0,incident,1.0,Data,20.75,0,11,2,12,2013,False,0,1
22370,application,Desktop Application,5,5,5.0,request for information,1.0,User error,4.733333333333333,0,11,2,12,2013,False,0,1
22371,subapplication,Client Based Application,4,4,4.0,incident,0.0,Other,312.9166666666667,13,11,2,12,2013,False,0,1
22372,application,Web Based Application,4,4,4.0,incident,1.0,Other,1.4833333333333334,0,12,2,12,2013,False,0,1
22373,subapplication,Web Based Application,5,5,5.0,incident,1.0,Other,285.0,11,12,2,12,2013,False,0,1
22374,application,SAP,5,5,5.0,request for information,2.0,Other,26.766666666666666,1,12,2,12,2013,False,0,0
22375,application,Web Based Application,5,5,5.0,incident,1.0,Software,21.15,0,12,2,12,2013,False,0,1
22376,application,Web Based Application,5,5,5.0,incident,0.0,Software,0.3333333333333333,0,13,2,12,2013,False,0,1
22377,application,Server Based Application,4,3,4.0,incident,0.0,Unknown,115.88333333333334,4,13,2,12,2013,False,0,1
22378,subapplication,Web Based Application,4,4,4.0,incident,0.0,Operator error,0.23333333333333334,0,13,2,12,2013,False,0,1
22379,application,Server Based Application,5,5,5.0,request for information,3.0,Other,857.9666666666667,35,13,2,12,2013,False,0,1
22380,application,Server Based Application,4,4,4.0,incident,1.0,Data,1.9333333333333333,0,13,2,12,2013,False,0,1
22381,application,Web Based Application,4,4,4.0,incident,2.0,Software,118.91666666666667,4,13,2,12,2013,False,0,1
22382,application,Server Based Application,5,5,5.0,request for information,0.0,Questions,47.86666666666667,1,14,2,12,2013,False,0,1
22383,application,Web Based Application,4,4,4.0,incident,0.0,Other,0.8333333333333334,0,14,2,12,2013,False,0,1
22384,software,System Software,3,3,3.0,incident,0.0,User error,0.9833333333333333,0,14,2,12,2013,False,0,0
22385,application,Server Based Application,4,5,4.0,incident,0.0,No error - works as designed,21.816666666666666,0,14,2,12,2013,False,0,1
22386,application,Server Based Application,4,4,4.0,incident,1.0,User manual not used,140.11666666666667,5,14,2,12,2013,False,0,1
22387,application,Server Based Application,5,5,5.0,request for information,0.0,No error - works as designed,0.15,0,14,2,12,2013,False,0,1
22388,computer,Desktop,5,5,5.0,incident,0.0,Hardware,43.21666666666667,1,14,2,12,2013,False,0,0
22389,subapplication,Web Based Application,3,3,3.0,incident,0.0,Other,0.65,0,14,2,12,2013,False,0,1
22390,application,Server Based Application,5,5,5.0,incident,1.0,Other,19.116666666666667,0,14,2,12,2013,False,0,1
22391,subapplication,Server Based Application,5,5,5.0,request for information,0.0,Other,20.016666666666666,0,15,2,12,2013,False,0,1
22392,application,Server Based Application,5,5,5.0,incident,1.0,Other,18.95,0,15,2,12,2013,False,0,1
22393,application,Server Based Application,5,5,5.0,incident,1.0,Other,18.916666666666668,0,15,2,12,2013,False,0,1
22394,application,Server Based Application,5,5,5.0,request for information,1.0,Other,17.416666666666668,0,15,2,12,2013,False,0,1
22395,computer,Laptop,5,5,5.0,incident,2.0,Other,476.76666666666665,19,15,2,12,2013,False,0,0
22396,networkcomponents,Network Component,4,3,4.0,incident,0.0,Hardware,47.45,1,15,2,12,2013,False,1,0
22397,application,SAP,5,5,5.0,request for information,2.0,Other,24.15,1,15,2,12,2013,False,0,0
22398,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,0.25,0,15,2,12,2013,False,0,1
22399,application,Web Based Application,5,5,5.0,incident,0.0,Software,23.75,0,15,2,12,2013,False,0,1
22400,computer,Banking Device,5,5,5.0,request for information,0.0,No error - works as designed,45.43333333333333,1,15,2,12,2013,False,0,0
22401,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,1.4333333333333333,0,10,2,12,2013,False,0,1
22402,application,Server Based Application,5,5,5.0,request for information,2.0,Other,52.85,2,10,2,12,2013,False,0,1
22403,application,Web Based Application,4,5,4.0,incident,1.0,Other,28.366666666666667,1,10,2,12,2013,False,0,1
22404,application,Web Based Application,4,4,4.0,incident,0.0,Other,1.0666666666666667,0,10,2,12,2013,False,0,1
22405,application,Web Based Application,5,5,5.0,incident,1.0,No error - works as designed,0.03333333333333333,0,10,2,12,2013,False,0,1
22406,application,Server Based Application,3,3,3.0,incident,0.0,Hardware,0.016666666666666666,0,11,2,12,2013,False,0,1
22407,application,Server Based Application,5,5,5.0,request for information,2.0,Other,46.96666666666667,1,11,2,12,2013,False,0,1
22408,application,Server Based Application,4,4,4.0,incident,0.0,Software,2.8333333333333335,0,11,2,12,2013,False,0,1
22409,application,Server Based Application,4,4,4.0,incident,0.0,Other,533.4666666666667,22,11,2,12,2013,False,0,1
22410,application,Server Based Application,4,3,4.0,request for information,0.0,No error - works as designed,1.2666666666666666,0,11,2,12,2013,False,0,1
22411,application,Server Based Application,4,4,4.0,incident,0.0,Other,1.1333333333333333,0,11,2,12,2013,False,0,1
22412,subapplication,Web Based Application,4,4,4.0,incident,2.0,Data,124.23333333333333,5,11,2,12,2013,False,0,1
22413,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,3.783333333333333,0,11,2,12,2013,False,0,1
22414,subapplication,Web Based Application,4,4,4.0,incident,0.0,Operator error,3.816666666666667,0,11,2,12,2013,False,0,1
22415,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,3.933333333333333,0,11,2,12,2013,False,0,1
22416,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,4.0,0,11,2,12,2013,False,0,1
22417,application,Server Based Application,4,4,4.0,incident,1.0,Software,4.15,0,11,2,12,2013,False,0,1
22418,subapplication,Web Based Application,4,4,4.0,incident,0.0,Software,4.15,0,11,2,12,2013,False,0,1
22419,application,Server Based Application,3,3,3.0,incident,0.0,User error,0.9833333333333333,0,11,2,12,2013,False,0,1
22420,application,Web Based Application,4,4,4.0,incident,0.0,User error,48.9,2,11,2,12,2013,False,0,1
22421,application,Web Based Application,4,4,4.0,incident,2.0,Unknown,312.96666666666664,13,12,2,12,2013,False,0,1
22422,subapplication,Web Based Application,4,4,4.0,incident,0.0,Other,1.7,0,12,2,12,2013,False,0,1
22423,application,Web Based Application,4,4,4.0,incident,2.0,Unknown,312.6166666666667,13,12,2,12,2013,False,0,1
22424,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.1,0,12,2,12,2013,False,0,1
22425,application,Server Based Application,4,4,4.0,incident,0.0,Other,2.566666666666667,0,12,2,12,2013,False,0,1
22426,subapplication,Web Based Application,4,4,4.0,incident,0.0,Operator error,0.36666666666666664,0,13,2,12,2013,False,0,1
22427,application,Server Based Application,4,4,4.0,incident,0.0,Software,1.0,0,13,2,12,2013,False,0,1
22428,application,Client Based Application,4,4,4.0,incident,2.0,Software,20.016666666666666,0,13,2,12,2013,False,0,1
22429,application,Server Based Application,4,4,4.0,incident,1.0,Unknown,505.9,21,13,2,12,2013,False,0,1
22430,application,Web Based Application,4,4,4.0,incident,1.0,Operator error,1.5333333333333334,0,13,2,12,2013,False,0,1
22431,computer,Laptop,5,5,5.0,incident,2.0,Software,19.75,0,14,2,12,2013,False,0,0
22432,computer,Laptop,5,5,5.0,incident,0.0,Hardware,43.28333333333333,1,14,2,12,2013,False,0,0
22433,computer,Windows Server,4,5,4.0,request for information,0.0,Other,0.23333333333333334,0,11,2,12,2013,False,0,0
22434,application,Web Based Application,4,4,4.0,incident,0.0,Software,2.9833333333333334,0,11,2,12,2013,False,0,1
22435,application,Server Based Application,5,5,5.0,incident,3.0,User error,365.01666666666665,15,11,2,12,2013,False,0,1
22436,officeelectronics,Printer,5,5,5.0,incident,0.0,Hardware,1.6666666666666667,0,11,2,12,2013,False,0,0
22437,computer,Laptop,4,4,4.0,incident,0.0,Software,22.883333333333333,0,11,2,12,2013,False,0,0
22438,application,Web Based Application,5,5,5.0,incident,3.0,No error - works as designed,361.8333333333333,15,11,2,12,2013,False,0,1
22439,application,Server Based Application,5,5,5.0,request for information,0.0,Other,1.0,0,11,2,12,2013,False,0,1
22440,computer,Laptop,5,5,5.0,incident,2.0,Hardware,26.666666666666668,1,11,2,12,2013,False,0,0
22441,application,Web Based Application,5,5,5.0,request for information,0.0,Other,144.86666666666667,6,12,2,12,2013,False,0,1
22442,application,Server Based Application,4,4,4.0,incident,3.0,Other,4.733333333333333,0,12,2,12,2013,False,0,1
22443,application,Server Based Application,5,5,5.0,request for information,12.0,Other,554.3333333333334,23,12,2,12,2013,False,0,1
22444,application,Server Based Application,5,5,5.0,request for information,0.0,Other,0.03333333333333333,0,12,2,12,2013,False,0,1
22445,application,Web Based Application,4,4,4.0,incident,3.0,Other,453.7,18,12,2,12,2013,False,0,1
22446,computer,Laptop,5,5,5.0,incident,0.0,Hardware,141.18333333333334,5,12,2,12,2013,False,0,0
22447,application,Desktop Application,5,5,5.0,request for information,3.0,Unknown,290.8,12,12,2,12,2013,False,0,1
22448,application,Server Based Application,5,5,5.0,request for information,2.0,Other,45.083333333333336,1,13,2,12,2013,False,0,1
22449,application,Server Based Application,5,5,5.0,request for information,0.0,Other,18.75,0,13,2,12,2013,False,0,1
22450,application,Server Based Application,5,5,5.0,request for information,2.0,Other,118.45,4,13,2,12,2013,False,0,1
22451,application,Server Based Application,3,3,3.0,incident,0.0,Software,0.31666666666666665,0,13,2,12,2013,False,0,1
22452,computer,Laptop,4,4,4.0,incident,0.0,Other,22.666666666666668,0,13,2,12,2013,False,0,0
22453,application,Desktop Application,4,4,4.0,incident,0.0,Unknown,0.7166666666666667,0,13,2,12,2013,False,0,1
